othe_000000001	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Clupeiformes(1.00),f:Clupeidae(1.00),g:Sardinops(1.00),s:Sardinops_sagax(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Clupeiformes,f:Clupeidae,g:Sardinops,s:Sardinops_sagax
othe_000000059	k:Animalia(1.00),p:Chordata(1.00),c:Actinopterygii(1.00),o:Gadiformes(1.00),f:Lotidae(1.00),g:Ciliata(1.00),s:Ciliata_mustela(1.00)	+	k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Lotidae,g:Ciliata,s:Ciliata_mustela
othe_000000410	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Atheriniformes(1.00),f:Atherinopsidae(1.00),g:Atherinopsis(1.00),s:Atherinopsis_californiensis(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Atheriniformes,f:Atherinopsidae,g:Atherinopsis,s:Atherinopsis_californiensis
othe_000000399	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Acanthuriformes(1.00),f:Acanthuridae(1.00),g:Naso(1.00),s:Naso_annulatus(0.77)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Acanthuriformes,f:Acanthuridae,g:Naso,s:Naso_annulatus
othe_000000379				
othe_000000720	k:Animalia(1.00),p:Chordata(1.00),c:Actinopterygii(1.00),o:Perciformes(1.00),f:Gobiidae(1.00),g:Pomatoschistus(1.00),s:Pomatoschistus_pictus(1.00)	+	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_pictus
othe_000000107				
othe_000000395	k:Animalia(1.00),p:Chordata(1.00),c:Elasmobranchii(0.27),o:Myliobatiformes(0.98),f:Dasyatidae(0.97),g:Dasyatis(0.14),s:Dasyatis_marmorata(0.04)	+	k:Animalia,p:Chordata,o:Myliobatiformes,f:Dasyatidae
othe_000000396	k:Animalia(1.00),p:Chordata(1.00),c:Actinopterygii(1.00),o:Perciformes(1.00),f:Zoarcidae(1.00),g:Zoarces(1.00),s:Zoarces_viviparus(1.00)	+	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Zoarcidae,g:Zoarces,s:Zoarces_viviparus
othe_000000116				
othe_000000508				
othe_000000108	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Syngnathiformes(1.00),f:Mullidae(1.00),g:Mulloidichthys(1.00),s:Mulloidichthys_dentatus(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Syngnathiformes,f:Mullidae,g:Mulloidichthys,s:Mulloidichthys_dentatus
othe_000000656	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Acanthuriformes(1.00),f:Pomacanthidae(1.00),g:Pomacanthus(1.00),s:Pomacanthus_maculosus(0.64)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Acanthuriformes,f:Pomacanthidae,g:Pomacanthus
othe_000000949				
othe_000000855				
othe_000000736	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Acanthuriformes(1.00),f:Acanthuridae(1.00),g:Acanthurus(1.00),s:Acanthurus_xanthopterus(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Acanthuriformes,f:Acanthuridae,g:Acanthurus,s:Acanthurus_xanthopterus
othe_000000301	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(0.98),o:Perciformes/Serranoidei(0.37),f:Serranidae(0.47),g:Pseudanthias(0.25),s:Pseudanthias_squamipinnis(0.25)	+	k:Animalia,p:Chordata,c:Actinopteri
othe_000000750				
othe_000000587				
othe_000000566	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Eupercaria/misc(1.00),f:Labridae(1.00),g:Coris(1.00),s:Coris_caudimacula(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Eupercaria/misc,f:Labridae,g:Coris,s:Coris_caudimacula
othe_000000499	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Batrachoidiformes(1.00),f:Batrachoididae(1.00),g:Porichthys(1.00),s:Porichthys_notatus(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Batrachoidiformes,f:Batrachoididae,g:Porichthys,s:Porichthys_notatus
othe_000000639	k:Animalia(1.00),p:Chordata(1.00),c:Actinopterygii(0.79),o:Perciformes(0.79),f:Ammodytidae(1.00),g:Ammodytes(1.00),s:Ammodytes_marinus(0.79)	+	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_marinus
othe_000001017				
othe_000000939				
othe_000000577				
othe_000001265	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Eupercaria/misc(1.00),f:Scaridae(1.00),g:Scarus(1.00),s:Scarus_rubroviolaceus(1.00)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Eupercaria/misc,f:Scaridae,g:Scarus,s:Scarus_rubroviolaceus
othe_000000217	k:Animalia(1.00),p:Chordata(1.00),c:Actinopteri(1.00),o:Eupercaria/misc(1.00),f:Scaridae(1.00),g:Scarus(1.00),s:Scarus_tricolor(0.85)	+	k:Animalia,p:Chordata,c:Actinopteri,o:Eupercaria/misc,f:Scaridae,g:Scarus,s:Scarus_tricolor
othe_000000953				
othe_000000866	k:Animalia(1.00),p:Chordata(1.00),c:Actinopterygii(1.00),o:Gadiformes(1.00),f:Lotidae(1.00),g:Ciliata(1.00),s:Ciliata_mustela(1.00)	+	k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Lotidae,g:Ciliata,s:Ciliata_mustela
othe_000000027				
