"","seq_id","Abudefduf","Acanthurus","Ammodytes","Anisotremus virginicus","Argyrosomus regius","Auxis","Balistes vetula","Caesio caerulaurea","Caesio cuning","Carcharhinus melanopterus","Carcharias taurus","Chiloscyllium griseum","Chiloscyllium punctatum","Chrysiptera cyanea","Clupea harengus","Clupeinae","Coris gaimard","Dicentrarchus labrax","Diodon","Epinephelus","Epinephelus lanceolatus","Euthynnus","Gadidae","Gadus","Ginglymostoma cirratum","Glaucostegus cemiculus","Gnathanodon speciosus","Grammistes sexlineatus","Gymnothorax funebris","Haemulon sciurus","Heniochus acuminatus","Heterodontus","Hippoglossus","Hypanus","Hypanus americanus","Hypophthalmichthys","Labroides dimidiatus","Lutjanus","Lutjanus kasmira","Lutjanus sebae","Megalops atlanticus","Megalops cyprinoides","Melanogrammus","Merluccius merluccius","Molva molva","Monodactylus argenteus","Naso","Naso elegans","Odonus niger","Orectolobus japonicus","Paracanthurus hepatus","Paranthias colonus","Platax","Pomacanthus maculosus","Pseudobalistes fuscus","Pseudocaranx dentex","Salmo salar","Sardina pilchardus","Scomber","Scomber scombrus","Siganus","Stegostoma tigrinum","Thalassoma","Trachinotus blochii","Trachinotus rhodopus","Trachurus trachurus","Trisopterus minutus","Acanthurus dussumieri","Acanthurus leucosternon","Acanthurus nigrofuscus","Acanthurus thompsoni","Alca torda","Alopias vulpinus","Ammodytes marinus","Ammodytes tobianus","Amphiprion","Anampses caeruleopunctatus","Anarrhichthys ocellatus","Anguilla anguilla","Anoplopoma fimbria","Antennatus tuberosus","Arenaria interpres","Atherina boyeri","Atherinopsis californiensis","Azurina lepidolepis","Balistapus undulatus","Belone belone","Bodianus bilunulatus","Bodianus pulcher","Brachyistius frenatus","Caesio","Caesio varilineata","Callionymus lyra","Calotomus","Cantherhines dumerilii","Caranx","Caranx crysos","Caretta caretta","Centropyge multispinis","Cephalopholis sexmaculata","Chaetodon","Chelidonichthys","Chelon","Chelon auratus","Chirolophis japonicus","Chlorophthalmus agassizi","Chromis weberi","Ciliata mustela","Ciliata septentrionalis","Cirrhitichthys oxycephalus","Citharichthys sordidus","Citharichthys stigmaeus","Clinocottus recalvus","Columba livia","Columba palumbus","Conger conger","Coris caudimacula","Coryphoblennius galerita","Crossorhombus valderostratus","Ctenochaetus binotatus","Ctenolabrus rupestris","Cyclopterus lumpus","Cyclothone alba","Cymatogaster aggregata","Decapterus","Diplodus sargus","Echiichthys vipera","Embiotoca jacksoni","Engraulis mordax","Esselenichthys carli","Gadiculus argenteus","Gadus morhua","Gasterosteus aculeatus","Girella nigricans","Gobio gobio","Gobius niger","Gobius paganellus","Gobiusculus flavescens","Gymnammodytes semisquamatus","Gymnothorax melatremus","Gymnothorax nudivomer","Halichoeres californicus","Halichoeres cosmetus","Heterostichus rostratus","Himantura uarnak","Kyphosus","Labrus bergylta","Labrus mixtus","Lamna ditropis","Larus","Larus occidentalis","Limanda","Liparis montagui","Liparis mucosus","Lipophrys pholis","Lutjanus argentimaculatus","Lutjanus bohar","Lutjanus fulviflamma","Megalaspis cordyla","Melichthys","Micrenophrys lilljeborgii","Micromesistius poutassou","Micrometrus aurora","Micrometrus minimus","Mola mola","Mulloidichthys","Mus musculus","Myliobatis californica","Myoxocephalus scorpius","Myripristis","Myripristis kuntee","Naso lopezi","Nerophis ophidion","Oncorhynchus mykiss","Ophiodon elongatus","Oplegnathus fasciatus","Ostorhinchus apogonoides","Oxylebius pictus","Pagellus bogaraveo","Parablennius gattorugine","Paracaesio sordida","Parupeneus macronemus","Parupeneus pleurostigma","Pateobatis fai","Pateobatis jenkinsii","Pelecanus occidentalis","Pervagor janthinosoma","Phanerodon vacca","Phoca vitulina","Phocoena phocoena","Pholis gunnellus","Phoxinus phoxinus","Platichthys stellatus","Plectorhinchus flavomaculatus","Plectorhinchus orientalis","Plotosus lineatus","Pollachius","Pollachius pollachius","Pollachius virens","Pomacanthus imperator","Pomacentrus","Pomatoschistus microps","Pomatoschistus minutus","Pomatoschistus pictus","Porichthys notatus","Pseudanthias squamipinnis","Ptereleotris evides","Pterocaesio marri","Pycnochromis nigrurus","Rattus","Rhacochilus toxotes","Rhacochilus vacca","Rhynchobatus djiddensis","Salmo trutta","Sardinella maderensis","Sardinops sagax","Sargocentron diadema","Scarus","Scarus rubroviolaceus","Scophthalmus rhombus","Scorpaenichthys marmoratus","Sebastes","Sebastes gilli","Siganus luridus","Sillago sihama","Solea solea","Sparisoma cretense","Sparus aurata","Sphyraena jello","Spinachia spinachia","Sprattus sprattus","Squalus acanthias","Stenella attenuata","Stethojulis interrupta","Sufflamen","Sufflamen chrysopterum","Sufflamen fraenatum","Symphodus bailloni","Symphodus melops","Syngnathus acus","Syngnathus rostellatus","Syngnathus typhle","Taeniurops","Taeniurops meyeni","Taurulus bubalis","Toxabramis swinhonis","Trachinocephalus myops","Triaenodon obesus","Trisopterus esmarkii","Trisopterus luscus","Tursiops aduncus","Uria aalge","Zalophus californianus","Zoarces viviparus","Acanthurus olivaceus","Arothron","Arothron hispidus","Balistoides conspicillum","Chaetodon auriga","Chromileptes altivelis","Chrysiptera","Diagramma","Gymnomuraena zebra","Gymnothorax flavimarginatus","Gymnothorax kidako","Hemitaurichthys","Hippocampus kuda","Holacanthus ciliaris","Parupeneus cyclostomus","Plectorhinchus vittatus","Pomacanthus","Scomberesox saurus","Zebrasoma","Zebrasoma desjardinii","Zebrasoma velifer","location_abbreviation","location","site.name","country","latitude","longitude","collection_date","type","via","preservation","replicate","PCR_primer_well","extraction","weight_range_mg","weight_g","weight_class","primer","time","sequence.run","Diver","Partnership","Main.Contact","ocean_basin","ices_ecor","ices_area","ices_ea","mp_id","gauze","richness"
"26","sample.2B_PLYM_Fi_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLYM","Plymouth","Mount Batten, Plymouth","England",50.358,-4.13165,"June 17, 2022","MP","snorkel","Et","2B","","MUT","20-40",NA,"standard","tele02",60,4,"group","Seasearch","Fiona Crouch","North Atlantic","Celtic Seas","7.e","Celtic Seas7.e","PLYM_1","ham",0
"27","sample.2C",0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,542,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","5A","2C","QBT","20-40",0.2,"standard","tele02",77,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_1","hotf",8
"28","sample.2C_E_CLASNOR_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOR","Måløy","Måløy, Norway","Norway",61.938889,5.133333,"June 20, 2022","MP","SCUBA","b","2C","","MUT","20-40",NA,"standard","tele02",40,4,"Rachael Priest","Halton Charters Ltd","Bob Halton","North Atlantic","Greater North Sea","4.a","Greater North Sea4.a","NOR_2","hotf",4
"29","sample.2C_PLYM_Fi_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLYM","Plymouth","Mount Batten, Plymouth","England",50.358,-4.13165,"June 17, 2022","MP","snorkel","Et","2C","","MUT","20-40",NA,"standard","tele02",60,4,"group","Seasearch","Fiona Crouch","North Atlantic","Celtic Seas","7.e","Celtic Seas7.e","PLYM_1","ham",0
"30","sample.2D",0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","5B","2D","QBT","20-40",0.26,"standard","tele02",77,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_1","hotf",5
"31","sample.2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","5C","2E","QBT","20-40",0.2,"standard","tele02",77,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_1","hotf",1
"32","sample.2F",0,0,1595,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","6A","2F","QBT","20-40",0.28,"standard","tele02",90,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_2","hotf",7
"33","sample.2G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","6B","2G","QBT","20-40",0.4,"standard","tele02",90,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_2","hotf",3
"34","sample.2H",0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 1, Studland Bay, Dorset","England",50.642283,-1.941017,"July 5, 2022","MP","SCUBA","Et","6C","2H","QBT","20-40",0.21,"standard","tele02",90,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_2","hotf",1
"35","sample.3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 2, Studland Bay, Dorset","England",50.642444,-1.941361,"July 6, 2022","MP","SCUBA","Et","7A","3A","QBT","20-40",0.38,"standard","tele02",73,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_3","hotf",0
"36","sample.3A_B_CLASNOR_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOR","Bergen","Dogfish Walk, Bergen, Norway","Norway",60.53167,5.107718,"July 1, 2022","MP","SCUBA","b","3A","","MUT","20-40",NA,"standard","tele02",41,4,"Natasha Yates","Halton Charters Ltd","Bob Halton","North Atlantic","Greater North Sea","4.a","Greater North Sea4.a","NOR_3","hotf",0
"37","sample.3A_PLYM_Fi_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLYM","Plymouth","Mount Batten, Plymouth","England",50.358,-4.13165,"June 17, 2022","MP","snorkel","Et","3A","","MUT","20-40",NA,"standard","tele02",60,4,"group","Seasearch","Fiona Crouch","North Atlantic","Celtic Seas","7.e","Celtic Seas7.e","PLYM_2","ham",0
"38","sample.3B",0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,3425,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOR","Dorset","South Beach 2, Studland Bay, Dorset","England",50.642444,-1.941361,"July 6, 2022","MP","SCUBA","Et","7B","3B","QBT","20-40",0.22,"standard","tele02",73,1,"group","Natural England","Sarah Meek","North Atlantic","Greater North Sea","7.d","Greater North Sea7.d","DOR_3","hotf",8
"39","sample.3B_B_CLASNOR_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOR","Bergen","Dogfish Walk, Bergen, Norway","Norway",60.53167,5.107718,"July 1, 2022","MP","SCUBA","b","3B","","MUT","20-40",NA,"standard","tele02",41,4,"Natasha Yates","Halton Charters Ltd","Bob Halton","North Atlantic","Greater North Sea","4.a","Greater North Sea4.a","NOR_3","hotf",0
"40","sample.3B_PLYM_Fi_Jul22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLYM","Plymouth","Mount Batten, Plymouth","England",50.358,-4.13165,"June 17, 2022","MP","snorkel","Et","3B","","MUT","20-40",NA,"standard","tele02",60,4,"group","Seasearch","Fiona Crouch","North Atlantic","Celtic Seas","7.e","Celtic Seas7.e","PLYM_2","ham",0
