seq_id,location_abbreviation,location,site name,country,latitude,longitude,collection_date,type,via,perservation,replicate,PCR_primer_well,extraction,weight_range_mg,weight_g,weight_class,primer,time,sequence run,Diver,Partnership,Main Contact
sample.3A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,3A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.3B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,3B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.3C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,3C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.4A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,4A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.4B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,4B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.4C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,4C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.5A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,5A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.5B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,5B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.5C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,5C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.6A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,6A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.6B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,6B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.6C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,6C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.7A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,7A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.7B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,7B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.7C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,7C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.8A_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,8A,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.8B_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,8B,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.8C_PLYM_Fi_Jul22,PLYM,Plymouth,"Mount Batten, Plymouth",England,50.358,-4.13165,"June 17, 2022",MP,snorkel,Et,8C,,MUT,20-40,NA,standard,tele02,60,4,group,Seasearch,Fiona Crouch
sample.4B_B_CLAS_NOR_Jul22,NOR,"Bergen, Norway","Dogfish Walk, Bergen, Norway",Norway,60.53167,5.107718,"June 8, 2022",MP,SCUBA,b,4B,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.4C_E_CLAS_NOR_Jul22,NOR,"Bergen, Norway","Dogfish Walk, Bergen, Norway",Norway,60.53167,5.107718,"June 8, 2022",MP,SCUBA,b,4C,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.5A_B_CLAS_NOR_Jul22,NOR,"Bergen, Norway","Dogfish Walk, Bergen, Norway",Norway,60.53167,5.107718,"July 15, 2022",MP,SCUBA,b,5A,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.5B_B_CLAS_NOR_Jul22,NOR,"Bergen, Norway","Dogfish Walk, Bergen, Norway",Norway,60.53167,5.107718,"July 15, 2022",MP,SCUBA,b,5B,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.5C_E_CLAS_NOR_Jul22,NOR,"Bergen, Norway","Dogfish Walk, Bergen, Norway",Norway,60.53167,5.107718,"July 15, 2022",MP,SCUBA,b,5C,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.6A_B_CLAS_NOR_Jul22,NOR,"Florø, Norway","Welheim, Florø, Norway",Norway,61.296415,4.58296,"July 20, 2022",MP,SCUBA,b,6A,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
sample.6B_B_CLAS_NOR_Jul22,NOR,"Florø, Norway","Welheim, Florø, Norway",Norway,61.296415,4.58296,"July 20, 2022",MP,SCUBA,b,6B,,MUT,20-40,NA,standard,tele02,41,4,Natasha Yates,Halton Charters Ltd,Bob Halton
